,id,learner_id,left_at,leaving_reason,last_completed_step_at,last_completed_step,last_completed_week_number,last_completed_step_number
58,212665,46ca3312-e38b-45cf-a372-27c47e897ac7,2018-10-17 08:10:29 UTC,The course wasn’t what I expected,2018-09-14 07:47:29 UTC,1.6,1.0,6.0
59,212748,5e7992f1-aa3a-423a-9b6d-a68c4bd53335,2018-10-17 10:13:11 UTC,I prefer not to say,,,,
60,213098,21a82eec-e56b-4f10-a704-96e800dbf351,2018-10-17 16:44:56 UTC,Other,2018-09-28 12:55:24 UTC,3.2,3.0,20.0
61,213434,eabb572f-b661-4572-bdf8-8e0c5f20ccb9,2018-10-18 09:06:26 UTC,Other,2018-10-15 09:02:25 UTC,3.2,3.0,20.0
62,214572,632e7d56-9300-4482-96ac-2218233086e1,2018-10-20 15:50:19 UTC,I don’t have enough time,,,,
63,214992,6cfaa598-e213-4bef-8f6e-457e72fa0265,2018-10-21 16:23:32 UTC,I don’t have enough time,,,,
64,215063,2b4475fd-c6be-4a7f-b903-1e994c47a33e,2018-10-21 17:55:10 UTC,I prefer not to say,,,,
65,216598,732b60fc-d132-4364-b37e-0e3a5c34f346,2018-10-23 10:45:30 UTC,Other,2018-09-21 22:53:58 UTC,1.2,1.0,2.0
66,216679,dd850c2e-cb2e-4286-a862-e188ea7d33b1,2018-10-23 13:00:50 UTC,I prefer not to say,,,,
67,217307,13efa113-2b93-4aac-b5bb-98cb65740a3c,2018-10-24 11:33:34 UTC,I prefer not to say,2018-10-02 13:54:42 UTC,3.2,3.0,20.0
68,217524,cd1ebf27-29a3-4d43-ac60-2548bdc125c7,2018-10-24 16:18:02 UTC,I don’t have enough time,,,,
69,217672,816847c6-be93-4d31-b5ec-5ad661890111,2018-10-24 20:57:28 UTC,I don’t have enough time,2018-09-19 20:18:34 UTC,1.1,1.0,1.0
70,217833,a5688410-b358-4a0e-beb8-2f7bcaf7559d,2018-10-25 08:50:19 UTC,The course required more time than I realised,,,,
71,218116,a8add16b-09b9-47d5-a389-bb9a2a406b02,2018-10-25 19:12:43 UTC,I don’t have enough time,,,,
72,218706,7633fa84-3589-4ced-a9f0-4b658844b87f,2018-10-27 09:30:39 UTC,I don’t have enough time,,,,
73,219348,8287168a-987b-41eb-9a4d-a8327daac0d0,2018-10-28 17:13:05 UTC,Other,2018-09-24 20:15:46 UTC,3.2,3.0,20.0
74,220201,af63ef86-1b17-4473-8843-65ebfaf643a8,2018-10-29 19:37:14 UTC,Other,2018-10-29 19:50:50 UTC,3.12,3.0,12.0
75,220769,1d3f3d35-722f-4df6-a33d-05cab98cb014,2018-10-30 17:40:59 UTC,I don’t have enough time,2018-09-27 19:43:33 UTC,2.8,2.0,8.0
76,220931,1e61bec6-d31a-42ba-8100-2fa67e176b37,2018-10-30 19:55:52 UTC,Other,2018-09-16 07:09:55 UTC,1.11,1.0,11.0
77,221185,36e55c4f-9242-4031-9064-332d3da0f3ca,2018-10-31 10:11:03 UTC,The course won’t help me reach my goals,2018-10-01 07:58:19 UTC,3.13,3.0,13.0
78,221386,eccf7f6e-5364-47b3-ada7-aaffe578d636,2018-10-31 14:39:19 UTC,Other,2018-09-23 13:57:58 UTC,2.23,2.0,23.0
79,221447,f95b4663-e1ae-43f7-abb4-20d936310b70,2018-10-31 16:53:11 UTC,I don’t have enough time,,,,
